,firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,gender,carrier
1774,name1775,lastname1775,December,8,1998,BS Communications Technology Management,+639271267838,Male,Globe
1775,name1776,lastname1776,April,19,1999,BS Information Technology Entrepreneurship,+639177041136,Female,Globe
1776,name1777,lastname1777,April,15,2001,BS Legal Management,+639172235890,Male,Globe
1777,name1778,lastname1778,May,25,1998,BS Management,+639279487837,Female,Globe
1778,name1779,lastname1779,February,12,1998,BS Information Technology Entrepreneurship,+639278973040,Female,Globe
1779,name1780,lastname1780,May,16,2001,BS Legal Management,+639185812425,Male,Smart
1780,name1781,lastname1781,July,22,2001,BS Management,+639187534933,Male,Smart
1781,name1782,lastname1782,August,18,2001,BS Legal Management,+639272415308,Male,Globe
1782,name1783,lastname1783,October,21,1997,BS Information Technology Entrepreneurship,+639176508776,Male,Globe
1783,name1784,lastname1784,April,26,1998,BS Communications Technology Management,+639188432763,Female,Smart
1784,name1785,lastname1785,September,10,1997,BS Information Technology Entrepreneurship,+639186571572,Male,Smart
1785,name1786,lastname1786,August,14,1997,BS Communications Technology Management,+639171344322,Male,Globe
1786,name1787,lastname1787,August,1,1998,BS Legal Management,+639271859470,Male,Globe
1787,name1788,lastname1788,September,16,1998,BS Legal Management,+639275302041,Female,Globe
1788,name1789,lastname1789,August,12,2000,BS Legal Management,+639172744019,Male,Globe
1789,name1790,lastname1790,January,16,1998,BS Management Engineering,+639278885310,Male,Globe
1790,name1791,lastname1791,May,21,1997,BS Information Technology Entrepreneurship,+639185104996,Female,Smart
1791,name1792,lastname1792,July,21,1999,BS Management,+639179458298,Female,Globe
1792,name1793,lastname1793,November,1,1998,BS Legal Management,+639278301201,Female,Globe
1793,name1794,lastname1794,July,10,1999,BS Management,+639189562885,Male,Smart
1794,name1795,lastname1795,August,9,1999,BS Management,+639275346657,Female,Globe
1795,name1796,lastname1796,May,16,1998,BS Information Technology Entrepreneurship,+639175619612,Male,Globe
1796,name1797,lastname1797,February,14,1998,BS Management,+639179116438,Male,Globe
1797,name1798,lastname1798,May,21,2000,BS Communications Technology Management,+639174888960,Male,Globe
1798,name1799,lastname1799,July,18,1997,BS Information Technology Entrepreneurship,+639179144274,Female,Globe
1799,name1800,lastname1800,June,8,1997,BS Management Engineering,+639183866944,Female,Smart
1800,name1801,lastname1801,July,22,1998,BS Management,+639183201548,Female,Smart
1801,name1802,lastname1802,June,23,1997,BS Legal Management,+639173471553,Female,Globe
1802,name1803,lastname1803,April,9,1998,BS Management Engineering,+639274246059,Male,Globe
1803,name1804,lastname1804,November,6,2000,BS Management Engineering,+639186179852,Male,Smart
1804,name1805,lastname1805,February,7,1997,BS Communications Technology Management,+639174879127,Male,Globe
1805,name1806,lastname1806,April,26,1998,BS Communications Technology Management,+639178104831,Male,Globe
1806,name1807,lastname1807,February,6,1997,BS Communications Technology Management,+639276307509,Male,Globe
1807,name1808,lastname1808,March,15,2001,BS Communications Technology Management,+639171671593,Male,Globe
1808,name1809,lastname1809,December,11,1998,BS Legal Management,+639174216667,Female,Globe
1809,name1810,lastname1810,July,20,1997,BS Management,+639179853009,Female,Globe
1810,name1811,lastname1811,May,3,1999,BS Communications Technology Management,+639174664919,Male,Globe
1811,name1812,lastname1812,September,1,1997,BS Communications Technology Management,+639182488524,Female,Smart
1812,name1813,lastname1813,March,28,1999,BS Management Engineering,+639177648724,Male,Globe
1813,name1814,lastname1814,November,24,1998,BS Information Technology Entrepreneurship,+639173908744,Male,Globe
1814,name1815,lastname1815,August,21,1998,BS Legal Management,+639273367971,Female,Globe
1815,name1816,lastname1816,November,19,1997,BS Management Engineering,+639176085191,Male,Globe
1816,name1817,lastname1817,May,27,2000,BS Legal Management,+639178577520,Male,Globe
1817,name1818,lastname1818,August,12,1999,BS Legal Management,+639273356538,Male,Globe
1818,name1819,lastname1819,July,8,1997,BS Information Technology Entrepreneurship,+639275037973,Female,Globe
1819,name1820,lastname1820,June,8,1998,BS Legal Management,+639181387589,Female,Smart
1820,name1821,lastname1821,May,5,2000,BS Management Engineering,+639186883340,Female,Smart
1821,name1822,lastname1822,January,7,2001,BS Legal Management,+639186031124,Male,Smart
1822,name1823,lastname1823,June,9,2000,BS Management,+639278002625,Male,Globe
1823,name1824,lastname1824,April,21,1997,BS Communications Technology Management,+639187499483,Male,Smart
1824,name1825,lastname1825,December,16,2000,BS Management Engineering,+639181259294,Female,Smart
1825,name1826,lastname1826,March,12,2001,BS Management Engineering,+639186143280,Male,Smart
1826,name1827,lastname1827,December,16,1997,BS Management Engineering,+639185119530,Male,Smart
1827,name1828,lastname1828,April,3,1997,BS Management,+639179169573,Female,Globe
1828,name1829,lastname1829,June,15,1999,BS Legal Management,+639172772479,Male,Globe
1829,name1830,lastname1830,November,15,1999,BS Management Engineering,+639181975144,Male,Smart
1830,name1831,lastname1831,March,8,1999,BS Legal Management,+639275273732,Female,Globe
1831,name1832,lastname1832,June,8,2001,BS Information Technology Entrepreneurship,+639171563760,Male,Globe
1832,name1833,lastname1833,April,18,1999,BS Management Engineering,+639175112707,Female,Globe
1833,name1834,lastname1834,September,9,1999,BS Management Engineering,+639178167465,Male,Globe
1834,name1835,lastname1835,September,3,2000,BS Legal Management,+639174701638,Male,Globe
1835,name1836,lastname1836,June,24,1999,BS Management,+639177565799,Male,Globe
1836,name1837,lastname1837,January,10,1998,BS Information Technology Entrepreneurship,+639174543754,Male,Globe
1837,name1838,lastname1838,December,2,2000,BS Communications Technology Management,+639172917417,Male,Globe
1838,name1839,lastname1839,August,8,2000,BS Management Engineering,+639176498594,Male,Globe
1839,name1840,lastname1840,June,24,1999,BS Legal Management,+639186634717,Female,Smart
1840,name1841,lastname1841,June,14,1999,BS Communications Technology Management,+639187199417,Male,Smart
1841,name1842,lastname1842,May,11,1997,BS Management Engineering,+639188419875,Female,Smart
1842,name1843,lastname1843,July,14,1998,BS Management Engineering,+639173598152,Male,Globe
1843,name1844,lastname1844,February,5,1997,BS Information Technology Entrepreneurship,+639182819072,Male,Smart
1844,name1845,lastname1845,March,24,1999,BS Legal Management,+639174614220,Male,Globe
1845,name1846,lastname1846,November,14,1999,BS Management,+639175489682,Male,Globe
1846,name1847,lastname1847,April,28,1997,BS Information Technology Entrepreneurship,+639173072088,Female,Globe
1847,name1848,lastname1848,May,28,1997,BS Legal Management,+639189413734,Female,Smart
1848,name1849,lastname1849,August,11,1998,BS Communications Technology Management,+639173921576,Male,Globe
1849,name1850,lastname1850,July,19,1999,BS Communications Technology Management,+639188341480,Male,Smart
1850,name1851,lastname1851,July,16,2000,BS Information Technology Entrepreneurship,+639272014051,Male,Globe
1851,name1852,lastname1852,August,27,1999,BS Management,+639273524021,Female,Globe
1852,name1853,lastname1853,June,21,1999,BS Management Engineering,+639276418370,Female,Globe
1853,name1854,lastname1854,April,15,2000,BS Management Engineering,+639178262659,Male,Globe
1854,name1855,lastname1855,September,21,1999,BS Management Engineering,+639275257061,Female,Globe
1855,name1856,lastname1856,May,1,2001,BS Management Engineering,+639171791652,Female,Globe
1856,name1857,lastname1857,October,11,1997,BS Management Engineering,+639184868426,Male,Smart
1857,name1858,lastname1858,August,11,1998,BS Information Technology Entrepreneurship,+639175772728,Female,Globe
1858,name1859,lastname1859,November,13,1997,BS Legal Management,+639176259405,Female,Globe
1859,name1860,lastname1860,August,10,1998,BS Management,+639186449525,Female,Smart
1860,name1861,lastname1861,April,27,1997,BS Communications Technology Management,+639183692095,Female,Smart
1861,name1862,lastname1862,July,16,1997,BS Management Engineering,+639171282945,Male,Globe
1862,name1863,lastname1863,November,11,1997,BS Management Engineering,+639178938398,Male,Globe
1863,name1864,lastname1864,July,8,1998,BS Communications Technology Management,+639277392312,Female,Globe
1864,name1865,lastname1865,May,8,1997,BS Legal Management,+639187076368,Female,Smart
1865,name1866,lastname1866,January,25,1997,BS Information Technology Entrepreneurship,+639171115040,Male,Globe
1866,name1867,lastname1867,October,8,1999,BS Management Engineering,+639181405189,Male,Smart
1867,name1868,lastname1868,November,10,2001,BS Management Engineering,+639273341585,Male,Globe
1868,name1869,lastname1869,August,5,1998,BS Management Engineering,+639273045890,Female,Globe
1869,name1870,lastname1870,April,1,1998,BS Legal Management,+639275643320,Male,Globe
1870,name1871,lastname1871,November,12,1997,BS Management,+639185472499,Female,Smart
1871,name1872,lastname1872,January,17,1999,BS Management,+639181296071,Male,Smart
1872,name1873,lastname1873,February,9,2000,BS Information Technology Entrepreneurship,+639277374858,Female,Globe
1873,name1874,lastname1874,November,23,2000,BS Information Technology Entrepreneurship,+639171992397,Female,Globe
1874,name1875,lastname1875,May,13,1997,BS Information Technology Entrepreneurship,+639171362386,Male,Globe
1875,name1876,lastname1876,March,10,1998,BS Legal Management,+639178086501,Male,Globe
1876,name1877,lastname1877,November,7,1997,BS Legal Management,+639277289251,Female,Globe
1877,name1878,lastname1878,January,17,1999,BS Information Technology Entrepreneurship,+639278144698,Male,Globe
1878,name1879,lastname1879,June,25,1999,BS Information Technology Entrepreneurship,+639181796493,Female,Smart
1879,name1880,lastname1880,January,27,1997,BS Management Engineering,+639188453785,Male,Smart
1880,name1881,lastname1881,December,15,1997,BS Information Technology Entrepreneurship,+639182408941,Female,Smart
1881,name1882,lastname1882,September,20,1999,BS Management Engineering,+639276747923,Female,Globe
1882,name1883,lastname1883,August,18,1997,BS Legal Management,+639183607086,Female,Smart
1883,name1884,lastname1884,November,23,1998,BS Legal Management,+639274167864,Female,Globe
1884,name1885,lastname1885,March,28,1999,BS Management,+639276981510,Female,Globe
1885,name1886,lastname1886,December,19,1997,BS Management Engineering,+639189288697,Male,Smart
1886,name1887,lastname1887,December,26,1998,BS Legal Management,+639174585958,Female,Globe
1887,name1888,lastname1888,January,6,1997,BS Information Technology Entrepreneurship,+639271452468,Female,Globe
1888,name1889,lastname1889,January,5,2000,BS Information Technology Entrepreneurship,+639275515106,Male,Globe
1889,name1890,lastname1890,July,5,1999,BS Communications Technology Management,+639173768469,Male,Globe
1890,name1891,lastname1891,July,25,1997,BS Legal Management,+639276271082,Female,Globe
1891,name1892,lastname1892,May,14,1999,BS Management,+639173516483,Female,Globe
1892,name1893,lastname1893,April,6,2001,BS Legal Management,+639189767172,Female,Smart
1893,name1894,lastname1894,July,9,1997,BS Management Engineering,+639273174456,Female,Globe
1894,name1895,lastname1895,August,24,2001,BS Communications Technology Management,+639179516149,Male,Globe
1895,name1896,lastname1896,September,18,1997,BS Communications Technology Management,+639184374382,Male,Smart
1896,name1897,lastname1897,March,20,2000,BS Information Technology Entrepreneurship,+639186746011,Female,Smart
1897,name1898,lastname1898,November,13,2001,BS Information Technology Entrepreneurship,+639179809361,Female,Globe
1898,name1899,lastname1899,November,16,1997,BS Legal Management,+639173434749,Male,Globe
1899,name1900,lastname1900,December,21,2000,BS Management Engineering,+639187827408,Female,Smart
1900,name1901,lastname1901,December,19,2001,BS Information Technology Entrepreneurship,+639276873457,Male,Globe
1901,name1902,lastname1902,June,24,1997,BS Management Engineering,+639275658788,Male,Globe
1902,name1903,lastname1903,July,25,1998,BS Communications Technology Management,+639177733531,Female,Globe
1903,name1904,lastname1904,February,18,1998,BS Communications Technology Management,+639181779665,Female,Smart
1904,name1905,lastname1905,June,12,2001,BS Legal Management,+639176476297,Female,Globe
1905,name1906,lastname1906,September,1,1997,BS Legal Management,+639186045243,Female,Smart
1906,name1907,lastname1907,June,10,1997,BS Management,+639276654368,Female,Globe
1907,name1908,lastname1908,October,6,1998,BS Management Engineering,+639278987426,Female,Globe
1908,name1909,lastname1909,December,24,1997,BS Legal Management,+639184154885,Female,Smart
1909,name1910,lastname1910,August,18,2000,BS Management Engineering,+639272169011,Male,Globe
1910,name1911,lastname1911,August,21,2000,BS Information Technology Entrepreneurship,+639181723043,Female,Smart
1911,name1912,lastname1912,October,6,1998,BS Management Engineering,+639176479327,Female,Globe
1912,name1913,lastname1913,May,20,1999,BS Management Engineering,+639275868024,Male,Globe
1913,name1914,lastname1914,February,20,2001,BS Information Technology Entrepreneurship,+639176816487,Male,Globe
1914,name1915,lastname1915,April,21,2000,BS Management,+639177978859,Female,Globe
1915,name1916,lastname1916,January,22,1998,BS Management Engineering,+639186007693,Male,Smart
1916,name1917,lastname1917,April,19,1997,BS Information Technology Entrepreneurship,+639276236877,Male,Globe
